web-scraper-order,web-scraper-start-url,nama,komentar
"1583432296-8725","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Agus Setiawan",""
"1583432296-9442","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Martha Goenthoro",""
"1583432296-12023","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Aplikasi yang paling recomended banget bagi kalian yang transfer ke rekening lain walaupun kalian nggak punya akun bank.dan biaya adminya juga lebih murah."
"1583432296-10656","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Angga Sant0s0",""
"1583432296-14295","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Gojek sangat membantu dalam perjalanan di setiap kegiatan...thank u para driver gojek"
"1583432296-9115","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Nazlia Salma",""
"1583432296-14737","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Bagus saya bisa mesan apa saja"
"1583432296-8421","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Ayu Silahi",""
"1583432296-13436","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Semoga PT GI memperhatikan semua mitranya....."
"1583432296-15020","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Gak perlu cape kalo malam2 laper, tinggal buka gojek terima beres👍👍"
"1583432296-14286","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Manatap terima kasih gojek udah membantu memudah kan tranfotasi dalam ke macetan"
"1583432296-12169","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Gojek sangat membantu sekali setiap aku berangkat sekolah,makanan,pergi kesana kemari.pokok nya aplikasi GOJEK sangat membantu sekali untuk sehari - hari.nyesel kalian gak download"
"1583432296-10564","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Na Nia",""
"1583432296-10110","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","huda nurul",""
"1583432296-11129","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Rhafa Riski",""
"1583432296-14383","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Tingkat kan prestasi performa dan layanan.... Syukur syukur ada kayak pay later"
"1583432296-10827","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","rere",""
"1583432296-10845","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Armin Basri",""
"1583432296-14034","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat membantu dan bangga karena ini hasil karya anak bangsa yg hrs jungjung tinggi"
"1583432296-10878","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Muhamad Herman",""
"1583432296-8949","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Buyung Wisnu",""
"1583432296-13133","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya suka skli dgn aplikasi ini...sangat membantu untk saya sebagai penjual online"
"1583432296-10479","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","abang cess28",""
"1583432296-9063","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Rosidi Suhendri",""
"1583432296-9673","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","DJONI DJONI",""
"1583432296-13169","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Promo banyakin masa kalah ma grab promonya gede gedean, padahal katanya aplikasi bangsa.. masa di negara sendiri kalah"
"1583432296-13219","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Alhamdulillah aplikasi nya bagus kalok kita punya Kouta 😅"
"1583432296-13287","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Perbanyak lagi promo2 nya ya jek... biar konsumen makin puas, driver juga makin banyak order."
"1583432296-12521","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat memuaskan mau nganter barang beli makan bahkan nganterin pulang selalu ada buatku 👍🙂"
"1583432296-13197","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Mudah mengoperasikannya, ngebantu bgt, apalagi bisa transfer gopay ke bank itu oke banget siiih. Good job Gojek 👍👍👍"
"1583432296-8683","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","parwati wati",""
"1583432296-11650","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Dendi Dendi",""
"1583432296-8667","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Agus Sudarmono",""
"1583432296-8476","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Ananda Nicolas",""
"1583432296-11145","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Radeliarisma Rahmadina",""
"1583432296-13191","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Boss jek. Hapus aja penyamaran nomor. Hanya rawan banyak order fiktif doang."
"1583432296-11629","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","suriyanto yosep",""
"1583432296-10251","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Shoin putra lampung",""
"1583432296-9565","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Sigit Susanto",""
"1583432296-9998","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Dhany Lupex",""
"1583432296-11153","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Rena Unggul",""
"1583432296-10739","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Gopay Sendiri",""
"1583432296-13258","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Suka banget sama aplikasinya Klo kemana"" tinggal mesan goride sma gocar ^^ klo mls keluar rumah untk beli makanan tinggal di gofoodin aja Terimakasih Gojek Mohon unntuk ditingkatkan pelatanannya biar lebih banyak yang makai kedo it up Fighting Always support lokal startup ^^"
"1583432296-11242","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Abud Kurniawan",""
"1583432296-11413","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Alex Tiptop",""
"1583432296-12071","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Makasih,,,,akun lagi gacor2 nya ,,,langsung di bikin anyeb bin soakkkkk,,,,sekali nyangkut gosend 40km,,,goshop 600k,,,goride 35km,,,sekali nya Deket dapet 1 ga di kasih3 lagi sampe malem,,,tambah lagi kalo minus mau itu minus 1000k pun order kaga d kasih2,,,di mana arti ""PASTI ADA JALAN"""
"1583432296-13732","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Semoga menjadi lebih baik lagi..& jangan sering"" update aplikasi"
"1583432296-12880","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat membantu , untuk org2 yg susah berkendara , mau pesan makan dll bisa.. lengkap pula"
"1583432296-11004","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Ujang Kusmana",""
"1583432296-11160","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","tiffany abigail",""
"1583432296-14878","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya suka sama gojek ini karna memudahkan untuk sehari hari"
"1583432296-8364","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Deni Permana",""
"1583432296-15055","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Cepat dan tepat..si mang gojeknya sopan dan ramah👍"
"1583432296-14655","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Terimakasih buat pelayanan nya sangat ramah bnget..."
"1583432296-10756","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Darwin Saputra",""
"1583432296-10202","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Abbaii Albantani90",""
"1583432296-11291","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Sandi Kurniawan",""
"1583432296-14393","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat membantu dalam transportasi"
"1583432296-10763","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Bolle Taniadie",""
"1583432296-10675","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","M Kholik Ramdani",""
"1583432296-12734","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Waktu jemputan udah tepat waktu tapi ada yang kurang soalnya saya tidak mengetahui nama kendaraan yang dipakai drivernya tolong dong update lagi biar saya bisa mengetahui nama kendaraan drivernya terimakasih."
"1583432296-9199","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Mirna Wati",""
"1583432296-12795","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Aplikasinya bagus bisa order makanan, minuman dah pokok nya bagusssss banget deh!!!!"
"1583432296-12449","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Tambahin info umur driver dong, bingung mau nyebut driver kak/pak :v"
"1583432296-14064","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sukaaa banget pake aplikasi ini,bikin semua jadi lebih Mudaaaaahh.love loveeeeeee"
"1583432296-11438","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Gembira rio Sasky",""
"1583432296-14649","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Selalu memuaskan pelayanannya"
"1583432296-10444","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Josmar Sitorus",""
"1583432296-13419","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Apk nya bagus, drivernya baik2 dan terpercaya"
"1583432296-9960","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Firstio Aryi",""
"1583432296-12896","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya suka sekali karena, dengan aplikasi ini kalian bisa memenuhi kebutuhan sehari - hari anda. Gojek in the best"
"1583432296-9678","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Retno Widhiastuti",""
"1583432296-14558","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Lebih perhatikan lagi drivermu dilapangan"
"1583432296-10504","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Ahmad Awwali",""
"1583432296-13567","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Keren ramah dan responsibility tinggi."
"1583432296-13677","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Aplikasi yg bagus banget...pokonya keren deh broo...yg gag download nyesel"
"1583432296-9621","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","mar_mar",""
"1583432296-13962","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Entah kenapa lebih nyaman pakai Gojek... Setiap hari selalu pakai aplikasi ini... Benar-benar luar biasa👍👍"
"1583432296-8695","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Lukas Wijianto",""
"1583432296-13960","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Dengan adanya aplikasi ini semua jadi lebih mudah dan terbantu..👍👍👍👍"
"1583432296-9943","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","phiyona simanjuntak",""
"1583432296-12819","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","mohon lebih tingkatkan lagi kami rindu dengan vc yg dlu lgi"
"1583432296-11240","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","reni herlina",""
"1583432296-11341","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","SEN c2",""
"1583432296-9046","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Hamzah El Saud",""
"1583432296-12112","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat membantu buat saya wanita pekerja..kalau butuh makanan dan keperluan lainnya 😀"
"1583432296-13619","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Membantu bangettt gopaynya buat bayar bayar, jadi ga ribeut makasih aku suka banget. Semoga seterusnya tdk mengecewakan ❤️"
"1583432296-12790","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Aplikasi anak negeri yang patut diberi jempol dan award, tapi jgn lupa obral obral lah hadiah, jgn kuatir pasti ada imbalannya"
"1583432296-9050","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Yohanes Sarilan",""
"1583432296-12197","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","saya di sumsel. bisa order gofood utk ortu di kartosuro solo jawa tengah. 👍 nanya. gimana cara nya sy utk minta tolong belanja barang ya utk ortu sy..biar ga capek2 ?"
"1583432296-9786","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Suprapto Adi",""
"1583432296-10704","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Samidi Wismo Pranoto",""
"1583432296-8780","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Hari Santoso",""
"1583432296-9992","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Ahmad Mufaqih",""
"1583432296-14592","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","ko gopay saya ilang yaa 200k sekarang tinggal 4k, padahal baru top up belum di gunain"
"1583432296-11123","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Amma Syafei",""
"1583432296-13451","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Selalu berikan yg terbaik ya, jangan kalah promo sama sebelah 😁🤑"
"1583432296-13471","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Terima kasih gojek berkat gojek sy bisa segalanya semangat sll berikan yg terbaik, dan jngn lupa berikan yg terbaik buat driverny juga karena driverlah yg bisa berkembang seperti ini😀"
"1583432296-13455","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Okey banget terima kasih gojek udah bisa membantu segala kebutuhan🙏🙏👍👍👍"
"1583432296-11958","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Terimakasih gojek sudah membantu saya, klw kemana-mana tidak repot menunggu kendaraan umum..tambah sukses ya gojek"
"1583432296-13333","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya sangat merasa terbantu dengan hadirnya apk ini, smuanya serba mudah dan cepat."
"1583432296-12914","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Lebih ditingkatkan lagi kualitas aplikasinya... Jangan terlalu sering update terus... Bikin penuh memori..."
"1583432296-13499","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Lebih murah dari aplikasi yang satu lagi."
"1583432296-11178","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Sandi Ahmad",""
"1583432296-12535","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sip. Mantap.. Gojek indonesia maju terus... Jayaaa.."
"1583432296-14940","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat bermanfaat dan membantu, papua terbantu."
"1583432296-8841","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Zahra Intan",""
"1583432296-11951","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sering2 gitu kasih voucher food minimal pembelian 15rb untuk 5-10x pakai dalam 1 bulan... Pasti banyak doa agar gojek makin jaya..."
"1583432296-8554","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Yuyun Yunianto",""
"1583432296-12322","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Tolong balas lamaran untuk bergabung menjadi mitra goride."
"1583432296-14349","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat bagus dan membantu di saat perut lagi laper keren aplikasi nya"
"1583432296-14591","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Map lokasinya keren tepat sesuai.. Ada tanda NyA. Sip markisippp.. 🤗💕"
"1583432296-12864","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","voucher hilang dengan sendirinya jek?????"
"1583432296-8512","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Endri Sikumbang",""
"1583432296-8435","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Anonymous",""
"1583432296-12830","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Membantu aja dalam segala urusan ga perlu bawa duit hya isi saldo aja undah aman"
"1583432296-13927","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Terimakasih dg adanya aplikasi ini urusan saya jadi serba mudah... 😎😎👍👍👍"
"1583432296-13550","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Driver nya ramah, sabar, diantar sampai tujuan, terimakasih gojek"
"1583432296-9595","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","B o b o t t",""
"1583432296-10484","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Agung Madya",""
"1583432296-11254","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Iqbal Hafidz Ramadhan",""
"1583432296-12483","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat membantu..tapi tlng driver nya di seleksi lagi,apalagi driver yg cuma ambil satu jenis order saja.yg mau ambil order jarak jarak deket saja"
"1583432296-14905","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Lebih memudah saat belanja dan lebih murag. Tingkatkan"
"1583432296-13211","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Dengn adanya GO-JEK saya dpt order & ke tempat tujuan saya... Terima kasih"
"1583432296-10761","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Alyve Ramadhan",""
"1583432296-8552","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Fahmi Nur",""
"1583432296-12894","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya seorang pengguna aktif gojek,mengapa saya tidak pernah lagi mendapat promo goride,gocar, dan grabfood?"
"1583432296-14873","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Gojek ini saya kasih bintang lima.karena waktu saya terburu buru gojek mengantar saya tepat waktu"
"1583432296-10389","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Anamas Lamusa",""
"1583432296-8536","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Muhammad Muhtar Official",""
"1583432296-14093","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya puas dengan gojeg dan saya pun mantan gojeg , tolong di tingkatkan lagi kerjanya"
"1583432296-9352","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Sugi Lotto",""
"1583432296-14376","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Terus lah melangkah menembus batas dr kata terbaik dari yang terbaik"
"1583432296-9099","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Yohana Delvia",""
"1583432296-12414","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat membantu untk smua Urusan. Terutama soal usaha Sy. Mantaaab Habiiisss Pokokna Maah💪💪💪"
"1583432296-12821","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sgt membantu sekali dikala kita mrmbutuhkan nya...simple praktis..mau apa aja d gojek smua komplit...trimksih...gojek"
"1583432296-12480","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat berjasa bagi saya.dan saya pun menunjukkan kesetian pada aplikasi ini.terimakasih gojek."
"1583432296-9470","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Kasumar Kasumar",""
"1583432296-12948","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","mantap dan sangat membantu mempermudah layanan transportasi dan pengiriman barang maupun jasa serta harganya sangat terjangkau"
"1583432296-11508","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Robsky Imagine",""
"1583432296-12248","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat membantu sy..tolng penjpitan jangan lama lama.."
"1583432296-11988","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya suka sih sama aplikasi ini,tapi bagi ku kyk gk adil gitu,masa akun udah lama gk dapet voucher lagi, voucher nya malah gk guna lagi😭👎"
"1583432296-14679","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Tetap semangat,, maju terus. Pasti ada jalan"
"1583432296-12543","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Aplikasinya bagus cuma sayang saya mau update nggak biasa itu saya bisa sampai 10 juta pakai KTP ditolak katanya KTP rusak pada LAN masih bisa jelas cuma pinggir-pinggir kena oli mesin gimana kamu kena lah saya kerjanya aja di bengkel mobil"
"1583432296-14161","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Gojek sangat membantu saya,terutama saat saya berpergian"
"1583432296-12878","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya suka dengan aplikasi ini karena mudah ,kalau sedang mager bisa ke gofood dan jika ingin berpergian kemana saja bisa dgn gojek semua sangat peraktis"
"1583432296-9909","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Rizky Ardiansahyah",""
"1583432296-13566","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Mantap.... Klw ad komenan dri kastamber jngan langsung di sansi dver yah.... Kasian ad tmen saya ngasih paket di ambil SMA pembantu yah... Pembantu yah lupa ga bilang sama majikan yah... Trus majikan yah NLP ke cs gojek.... Masa langung si sasven dver yah"
"1583432296-13361","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","sangat membantu , tpi kadang2 driver ga mau ambil order kl jaraknya jauh, dan paling susah ama driver gojek yg pake motor bukan matic jadinya ribet bawa barang2nya"
"1583432296-13894","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Selalu memuaskan dalam memberikan pelayanan."
"1583432296-10875","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","ekafitrah juniaputri",""
"1583432296-9789","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Aris Ardiansyah",""
"1583432296-11863","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Kasih voucher kok belanja minimalnya diatas 60.000, siapa yg mau pake. Namanya juga bohong. Hadew."
"1583432296-14502","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat bermanfaat bgi orang yg gk punya kendaran seperti saya"
"1583432296-12938","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Pelayanan mohon di tingkatkan, saya enak nya di gojeg walau saya kebingungan mengisi aplikasi tapi tau tau rapi, terimakasih gojeg"
"1583432296-10748","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Arip Hidayatuloh",""
"1583432296-10508","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Rendi G",""
"1583432296-13072","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Tarifnya murah banget , saya sudah membuktikan nya. Terimakasih gojek."
"1583432296-11007","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","BOSS ISA SIREGAR",""
"1583432296-10296","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Mardiman Maman",""
"1583432296-9539","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Intan Vindia",""
"1583432296-8436","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Muhammad Juary",""
"1583432296-12987","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Kenapa gojek kok sekarang jarang banget ada promo go-ride ya?"
"1583432296-9985","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Ricky Maulana",""
"1583432296-9931","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Editor danuarta_212",""
"1583432296-11963","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Kenapa saya coba klik go ride tapi tiba2 gk bsa untuk menunjukkan lokasi tujuan malah kembali lagi.. Coba tolong responnya 😭🙏🙏🙏"
"1583432296-13618","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Tolong untuk disediakan topup saldo driver donk, 😜😜😜😜 biar gk bolak balik ke toko atau atm mkasih..."
"1583432296-13610","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Terimakasih Indonesia Sudah mengadakan aplikasi yang sangat bsrmanfaat ini. Maju Modern Berbudaya dan Jaya🤗"
"1583432296-13623","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Gobils nya banyak layanan... Isi pulsa aja sering error, malah mambah macem2... Marketing sama iT nya koplak..."
"1583432296-14065","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Hari ini saya kasih Bintang 5. Besoknya saya kasih Bulan 5."
"1583432296-10788","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Meyta Wardani",""
"1583432296-11226","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Kudil_id",""
"1583432296-12340","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Alhamdulillah ya Allah makasih para bos"" gojek dan yg ikut serta di dalamnya saya slalu bersyukur meskipun dari jam 5 pagi sampe jam 3sore baru dapet 1 tp gpp rezeki udah ada yang ngatur insyaallah masih ada besok tetep semangat sukses terus🙏"
"1583432296-9980","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Satri Ani Ani",""
"1583432296-11054","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Mochammad Affandhi",""
"1583432296-14552","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Hanya saja kurangnya jarak antar dan jemputnya tidak jauh tidak menjaukau area yg jauh"
"1583432296-13724","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya isi gopay .costumer 39.000 tapi tidak di tambah kan mohon bantuan nya..."
"1583432296-14312","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Dengan menggunakan akun gojek sangat bermanfaat dan lebih efisien tuk transportasi"
"1583432296-11627","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Bram Bcc",""
"1583432296-14405","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Keren banget mau kemanapun mudah tinggal klik perut lapar tinggal klik GOFOOD Terima kasih GOJEK"
"1583432296-14121","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Sangat membantu dalam memenuhi kebutuhan sehari hari,thanks"
"1583432296-8400","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Irwansyah Irwan",""
"1583432296-14753","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","","Saya kasih bintang 5 karna aplikasi gojek sungguh membantu....."
"1583432296-10925","https://play.google.com/store/apps/details?id=com.gojek.app&showAllReviews=true","Jumadi Jumadi",""
